Company,Location,JobUrl,Job title
Bloom Energy,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d81e7a17070ae2ef&fccid=04ef0d72e1a71432&vjs=3,Data Analyst
UBS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d448ecd6f9793676&fccid=1c76c3a36f6c7557&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c58154911f267aa7&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e842c43f8cb189b3&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Zion HR Consultants,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c9e3fbb52c56a4b9&fccid=b0d5e96ea8ba70b8&vjs=3,Data Analyst
Clariant,"Airoli, Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=01bbdedc83b190cc&fccid=721030124be3382c&vjs=3,Data Analyst
Colgate-Palmolive,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f06e2ad6a7e44fa1&fccid=d9162e48c444e6e3&vjs=3,Data Analyst
Enlighta,"Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=378229613705d944&fccid=ad8c46c2f21556d8&vjs=3,Data Analyst
Ariston Partners Australia Pty Ltd,"Mumbai, Maharashtra",https://in.indeed.com/company/Ariston-Partners-Australia-Pty-Ltd/jobs/Credit-Risk-Business-Analyst-e7e6e62e1b5b19ab?fccid=7966dd129f5f2529&vjs=3,Data Analyst
Ormax Media,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=76fd17be714c97a8&fccid=ce20a3df9df6a22f&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c823dae35245316a&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
HR Devi and Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3b6d0c0251f33916&fccid=b34ea636f2b77053&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f6430dd3f14dff27&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=35c0370d3fc1aac6&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Priceline.com,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7e5aa954a5b7c3f4&fccid=e3c82d82eecba317&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4feddc7382b2d707&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=aa11543f3409a03c&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Mainstream Technologies,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1adb1a6535a280c0&fccid=a57595f774099736&vjs=3,Data Analyst
HDFC Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=25e15c7f36c23bcf&fccid=a6fab41a2a4262c5&vjs=3,Data Analyst
Versor Investments,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a1b53ae6e8f5d182&fccid=f8d2b548ae8c895a&vjs=3,Data Analyst
Bar Code India,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=55f1ce1e0255f470&fccid=af896ac2e7e497a8&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1e8c1b1ee8c81c86&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Morgan Stanley,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=72a59a12d1005a2f&fccid=0c39fb2c91742dcf&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b977f69e7ec5beae&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0ac1171fe9d163c1&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Linedata Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2c32956b399d3dc0&fccid=5664e8dc498ca74b&vjs=3,Data Analyst
BNP Paribas,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=97c4d2549250ee0d&fccid=1392500f835bba92&vjs=3,Data Analyst
Deutsche Bank,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=d6eda7826e0d6218&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
GXO Logistics,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9706ebb18164290a&fccid=66530c16c7ccb793&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=741af4b5c16ff76e&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0d9384f582cda517&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Diebold Nixdorf,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3e459aa01d08b6d8&fccid=2d7b3336dfa1c1f4&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0a5f1a451162dba4&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b02d08e3a36f8806&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
ADSIPL - Maharashtra,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=94704044b4913941&fccid=fe2d21eef233e94a&vjs=3,Data Analyst
Crisil,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=04a6b78f3ae3d6ff&fccid=a16d9ed628a37fab&vjs=3,Data Analyst
Global Cloud Xchange,"Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=8d231049934381f1&fccid=3d05a92a54deab69&vjs=3,Data Analyst
Crisil,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7b0a73a35148d39b&fccid=a16d9ed628a37fab&vjs=3,Data Analyst
Greenwich Associates,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4a66efd6c9230cd7&fccid=b20562d29bb41adc&vjs=3,Data Analyst
Choice group,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0555f1d9e41ef9c7&fccid=18e3d9eb2dd4d273&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=20c4c2d24f1e883e&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
BIG IT JOBS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=807dc3985e393a5c&fccid=bf03f340679e2b9b&vjs=3,Data Analyst
Franklin Templeton Investments,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=74a970827083ff66&fccid=bde2032ae798a617&vjs=3,Data Analyst
"Fiserv, Inc.","Thane, Maharashtra",https://in.indeed.com/rc/clk?jk=7c832d22a329a1cd&fccid=1ea0475711674f3b&vjs=3,Data Analyst
Drip Capital,"Temporarily Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=fa12ca44c80577e1&fccid=69c0c1c5fb7b1cf2&vjs=3,Data Analyst
BIG IT JOBS,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=a4dcf89371fb9754&fccid=bf03f340679e2b9b&vjs=3,Data Analyst
General Mills,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=565b2b12e2277421&fccid=3bcf7eb192e678e4&vjs=3,Data Analyst
Concentrix,"Thane, Maharashtra",https://in.indeed.com/rc/clk?jk=086e70c5db26fb05&fccid=773041d0d31c442a&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=7c1b909b5d60cf92&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0c61b98a294f3dfd&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
TransUnion,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=dfafa8dd86d7825f&fccid=663ece44ae074b32&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=62059210fc465aaf&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
Deutsche Bank,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b63d444a5252d21a&fccid=f1d8e147024abb3f&vjs=3,Data Analyst
PRATHAM Education,"Temporarily Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0ea4d65d0bc5eaab&fccid=a8958d9087b7b18c&vjs=3,Data Analyst
WorldQuant,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4a0847eef63ffe5f&fccid=08487f979320ebae&vjs=3,Data Analyst
PMAM Corporation,"Marol, Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=0933835126efad82&fccid=7f3799d747f79912&vjs=3,Data Analyst
Rekrut India,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=26938adfb9b046c4&fccid=b9b384e15cc77f8b&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=742d6a3f44eebbe3&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
DC Consultants,"Navi Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=33da781006a4e457&fccid=a7e47ee66fd9c51b&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=fc4f2100f2716e5e&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Ambab,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=aa904728cc00cbf0&fccid=c6bf9d739125dc16&vjs=3,Data Analyst
Women Entrepreneur Network,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=51a09a3df7b9fe29&fccid=19172efe49cee0b2&vjs=3,Data Analyst
GXO Logistics,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6b77133750d5447e&fccid=66530c16c7ccb793&vjs=3,Data Analyst
Disprz,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=58d7af15cda9f8b8&fccid=c8f741e71d32b091&vjs=3,Data Analyst
Saavn,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=dcdd781c0045ab61&fccid=bb4a2038fb497521&vjs=3,Data Analyst
Ascentrik Research Pvt Ltd,"Ghansoli, Navi Mumbai, Maharashtra",https://in.indeed.com/company/Ascentrik-Research-Pvt-Ltd/jobs/Research-Analyst-b33a2758f62cce0a?fccid=40f3410a869195db&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b220d36c93787075&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=06e6a35bede3d98a&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=968c190f07b1290f&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Oil Field Instrumentation (India),"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=78448f20d821d8d4&fccid=c177d5744a4ea0dd&vjs=3,Data Analyst
Course5,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=029add5e75a1fa01&fccid=fb3bb17dd428d73a&vjs=3,Data Analyst
Saavn,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=29ffca3d1b4b2943&fccid=bb4a2038fb497521&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e922fcbf48a59e67&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e35292ed6c6056b8&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
FENG GROUP,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=5adb9d5492af40da&fccid=dd616958bd9ddc12&vjs=3,Data Analyst
"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=26d6308bd89a9b7f&fccid=aaf3b433897ea465&vjs=3,Data Analyst
Inference Labs,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=8adb5d60e4a36179&fccid=07f7ca87ab21d34c&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=2f82a263db7a3f8b&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
Link Group,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9ebf28e5e4c8b7f6&fccid=7ab5f4f72fdce966&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=42d555cf8a95f512&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Lubrizol,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=3ebcc55a87fbfe5c&fccid=a6ecb44bea23e5cd&vjs=3,Data Analyst
Yogy HR Solutions,"Mumbai, Maharashtra",https://in.indeed.com/company/Yogy-Consultancy/jobs/Business-Analyst-94f65dd91e692515?fccid=18f6c2f52e855cd1&vjs=3,Data Analyst
Winsoft Technologies India,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ed010d066583fa42&fccid=1acf873792bb21fa&vjs=3,Data Analyst
Brickwork Ratings,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=104124a7847082c9&fccid=5bd95da751db4898&vjs=3,Data Analyst
Eclerx,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=379dacb293444ea4&fccid=e6a2604cd4491b02&vjs=3,Data Analyst
ICS Consultancy Services,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=ece5c7df7a6bbb38&fccid=b1e0f66da5c9df23&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=b93dc61602e12b79&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Accenture,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=6da18a2191d0c081&fccid=a4e4e2eaf26690c9&vjs=3,Data Analyst
Internet Brands,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=1a3d6d83bceca2ae&fccid=4055a3edc92e3c66&vjs=3,Data Analyst
Ratnabhumi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c81d10b7410e8374&fccid=a80e0c7bbe78465b&vjs=3,Data Analyst
Institutional Shareholder Services,"Remote in Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=59947b72f36ab177&fccid=c15e58c229888ed7&vjs=3,Data Analyst
Advanced Technology Consulting Service (ATCS),"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=cd2e047618b22a21&fccid=56301517d698516a&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4e8f1f36c9a2e39f&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=e44c44cf7879b01c&fccid=acfb0b086b8f975d&vjs=3,Data Analyst
Citi,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c8c07387a5c984d2&fccid=5bcd1ef0a7f4fb99&vjs=3,Data Analyst
,,,Data Analyst
